Date/Time,kWh del int,kVARh del int,kWh rec int,kVARh rec int,LP-kV_A,LP-kV_B,LP-kV_C,I a,I b,I c,LP_PF,Freq,LP_MW,LP_MVAR
22/09/2016 00:30,1578.596313,45.091534,0,0,3614.117432,3639.943359,3630.631104,291.829193,288.751556,298.280304,-99.963531,50.03912,3166.726563,85.544304
22/09/2016 01:00,1580.940186,44.27597,0,0,3614.403076,3639.803467,3629.79126,288.831665,286.362579,295.517212,-99.966301,49.932861,3137.705811,81.477226
22/09/2016 01:30,1568.472168,45.037796,0,0,3617.704834,3642.271973,3632.052734,288.662994,286.338135,295.246704,-99.96846,50.002831,3138.359619,78.844566
22/09/2016 02:00,1573.617554,44.710838,0,0,3617.971436,3642.996094,3632.349365,290.439636,288.203796,297.15564,-99.984718,50.034149,3158.893066,55.235344
22/09/2016 02:30,1585.936035,45.997707,0,0,3626.82666,3651.593018,3640.177979,291.529572,289.648102,298.316315,-99.954399,50.112675,3178.604248,96.027283
22/09/2016 03:00,1577.015503,46.264954,0,0,3630.25,3655.202148,3644.199707,286.897736,284.770233,293.693054,-99.952667,50.115417,3131.328369,96.382057
22/09/2016 03:30,1572.195435,45.720196,0,0,3622.735107,3647.526367,3637.225342,287.834869,285.490906,294.408966,-99.966469,50.18264,3133.628906,81.16571
22/09/2016 04:00,1569.990967,44.4384,0,0,3621.373047,3646.031494,3635.9375,289.991943,287.544617,296.477325,-99.976898,50.165031,3155.205811,67.835938
22/09/2016 04:30,1584.983643,44.641987,0,0,3605.80835,3630.916992,3621.968262,293.747986,290.75415,300.159607,-99.967026,49.91658,3179.892334,81.681541
22/09/2016 05:00,1584.012207,42.533974,0,0,3582.325439,3607.19873,3599.926758,292.110687,288.452606,297.995087,-99.946754,50.029285,3136.739258,102.401398
22/09/2016 05:30,1584.829102,41.61488,0,0,3546.592041,3572.302979,3566.066406,299.220459,295.027405,305.023895,-99.966728,49.800747,3179.096924,82.033234
22/09/2016 06:00,1577.289551,42.09193,0,0,3576.726563,3602.270508,3594.379639,295.997711,292.409241,302.084625,-99.963448,50.170151,3174.459961,85.856773
22/09/2016 06:30,1580.722412,42.097275,0,0,3582.868164,3608.105469,3600.456299,294.598816,291.133942,300.732452,-99.931602,50.008007,3165.095459,117.125214
22/09/2016 07:00,1575.50061,42.742573,0,0,3579.242676,3603.709717,3595.075439,292.818268,289.884644,299.019684,-99.955704,49.87664,3145.126221,93.646049
22/09/2016 07:30,1576.147461,43.992573,0,0,3563.719727,3586.847656,3578.332031,296.864746,294.117554,302.837677,-99.934601,50.011478,3172.26416,114.784042
22/09/2016 08:00,1580.837402,44.563747,0,0,3560.883789,3583.164063,3574.424072,296.402161,294.142792,302.420593,-99.939674,49.743778,3166.600586,110.037903
22/09/2016 08:30,1576.1698,44.831623,0,0,3546.192871,3570.487305,3560.154785,297.733063,295.637543,304.422791,-99.947029,49.931915,3170.76416,103.248917
22/09/2016 09:00,1280.821045,38.076607,0,0,3541.280762,3566.171875,3553.057373,298.441559,297.210999,305.75647,-99.945984,50.08477,3178.078125,104.503586
22/09/2016 09:30,1876.80896,58.354385,0,0,3539.179932,3564.859131,3551.703125,297.210876,295.744629,304.671875,-99.941559,50.048229,3163.387695,108.194962
22/09/2016 10:00,1278.38916,39.536701,0,0,3535.861572,3559.861816,3547.430176,294.952362,293.617279,301.991455,-99.941933,49.94981,3135.207275,106.892815
22/09/2016 10:30,1880.478394,57.231037,0,0,3526.14502,3550.384277,3538.200684,295.365326,293.937164,302.492981,-99.959145,49.919357,3131.271973,89.532104
22/09/2016 11:00,1276.448486,39.892441,0,0,3529.281006,3553.516357,3540.75,297.853058,296.661652,305.120697,-99.943291,49.974701,3160.704346,106.488983
22/09/2016 11:30,1887.385864,58.474911,0,0,3529.596436,3554.224854,3541.928711,295.717529,294.195343,302.812988,-99.958565,50.09066,3137.434082,90.347389
22/09/2016 12:00,1276.93335,40.72538,0,0,3541.622803,3568.222656,3554.058594,296.571533,295.402466,304.500916,-99.973953,50.009903,3162.598389,72.192871
22/09/2016 12:30,1878.786377,60.127544,0,0,3553.48584,3579.960938,3566.518799,294.822296,293.366058,302.588074,-99.947548,49.96183,3152.959961,102.162483
22/09/2016 13:00,1282.947388,40.256027,0,0,3547.016846,3573.549561,3561.370361,296.24942,294.145721,303.676514,-99.920296,50.031689,3158.056152,126.164055
22/09/2016 13:30,1871.888672,57.68008,0,0,3524.581543,3548.990234,3536.636963,299.985321,298.493805,307.137787,-99.941917,49.987438,3177.336914,108.338173
22/09/2016 14:00,1281.209229,39.349895,0,0,3524.633057,3549.675293,3536.13623,300.077148,298.819519,307.542908,-99.945114,50.003693,3180.325195,105.412193
22/09/2016 14:30,1883.269531,59.071442,0,0,3531.333984,3557.447998,3543.127197,297.412659,296.276611,305.245575,-99.951576,50.007122,3160.976807,98.404228
22/09/2016 15:00,1277.760986,41.909378,0,0,3532.439209,3558.778076,3543.229004,298.045135,297.307373,306.272247,-99.927422,50.032013,3170.384521,120.855103
22/09/2016 15:30,1873.986572,60.835785,0,0,3527.34668,3552.947021,3538.821289,296.283661,295.152985,303.989227,-99.944763,49.969616,3144.71582,104.562469
22/09/2016 16:00,1280.006348,40.465298,0,0,3526.901123,3553.140381,3539.624023,299.47525,298.003876,307.133423,-99.950661,49.994465,3176.992676,99.837921
22/09/2016 16:30,1877.902832,57.513527,0,0,3542.316895,3568.289551,3554.708496,297.798706,296.393402,305.511078,-99.954872,49.967735,3173.94458,95.383888
22/09/2016 17:00,1284.93811,40.111572,0,0,3543.20752,3569.514648,3557.681152,295.758911,293.716705,303.117859,-99.955742,50.023682,3150.66333,93.772118
22/09/2016 17:30,1883.786499,56.990643,0,0,3529.065918,3556.482178,3544.244385,299.091125,296.74115,306.556519,-99.954033,50.079418,3172.129395,96.21566
22/09/2016 18:00,1279.009399,38.757679,0,0,3488.063965,3517.97876,3507.261719,299.248627,295.855072,306.860321,-99.976494,50.086697,3135.494141,67.996193
22/09/2016 18:30,1870.539307,56.051857,0,0,3499.399414,3528.908936,3518.138672,298.991272,295.480682,306.455353,-99.928528,50.078762,3140.896484,118.813545
22/09/2016 19:00,1273.435547,38.766411,0,0,3493.935791,3524.827881,3513.728271,298.487671,294.891235,306.36142,-99.943405,49.992485,3133.008789,105.452133
22/09/2016 19:30,1866.613037,55.624729,0,0,3493.095215,3522.119141,3513.245117,301.271942,297.236053,308.197601,-99.945091,49.982655,3155.813232,104.62059
22/09/2016 20:00,1282.838501,36.210026,0,0,3497.271729,3525.656006,3516.457764,302.042542,298.285858,308.929932,-99.959351,49.964779,3168.211182,90.364204
