Date/Time,kWh del int,kVARh del int,kWh rec int,kVARh rec int,LP-KV_A,LP-KV_B,LP-KV_C,I a,I b,I c,LP_PF,Freq,LP_MW,LP_MVAR
04/11/2016 00:30,16788.44141,3191.213379,0,0,8060.540527,8068.268066,8047.452148,1419.993408,1373.942383,1426.293579, ,49.969521,33324.73047,6651.512207
04/11/2016 01:00,16752.55664,3195.134521,0,0,8065.883301,8073.726563,8051.959961,1430.53894,1385.438477,1437.565796, ,49.980774,33576.70703,6857.873535
04/11/2016 01:30,16690.39648,3139.319336,0,0,8063.053223,8070.708984,8048.814941,1409.54895,1365.330688,1417.50415, ,49.906925,33141.01172,6466.458984
04/11/2016 02:00,16630.18945,3163.131836,0,0,8082.216797,8089.746582,8067.550293,1398.289307,1354.212769,1405.762817, ,50.038105,32905.15625,6654.174805
04/11/2016 02:30,16584.48438,3181.345459,0,0,8082.770996,8090.552734,8068.401855,1400.033813,1356.200317,1408.576294, ,50.065506,33090.46094,5950.193848
04/11/2016 03:00,16529.98438,3166.406738,0,0,8091.579102,8099.978516,8077.781738,1410.810791,1366.589844,1419.696411, ,50.045456,33369.64063,6082.956055
04/11/2016 03:30,16462.17188,3146.395264,0,0,8076.65332,8084.726563,8062.447754,1412.426392,1368.531616,1422.121338, ,49.878918,33460.33984,5509.885742
04/11/2016 04:00,16374.30859,3173.223145,0,0,8080.198242,8087.312012,8067.200684,1374.027588,1326.753662,1378.621704, ,49.93198,32236.45508,6707.958984
04/11/2016 04:30,16295.15723,3307.624023,0,0,8040.800293,8047.306152,8028.806152,1399.440918,1350.811768,1402.372925, ,49.888218,32732.08789,6400.220703
04/11/2016 05:00,16212.95117,3530.697754,0,0,7970.038574,7975.766113,7960.373535,1407.376099,1354.946167,1405.578369, ,49.926678,32416.97266,7106.245605
04/11/2016 05:30,20371.07617,4183.842285,0,0,8010.764648,8019.279297,7997.629395,2272.116699,2225.214111,2279.109131, ,50.042194,53097.39063,11081.73145
04/11/2016 06:00,20367.22852,4960.282715,0,0,8014.71875,8019.16748,8003.670898,1339.960327,1286.850098,1332.728271, ,50.110386,30243.75391,9505.443359
04/11/2016 06:30,15723.93652,4496.067383,0,0,8038.035156,8043.334961,8024.408203,1347.850952,1298.790283,1345.816772, ,50.071953,30724.17773,9143.849609
04/11/2016 07:00,17052.79492,3890.121094,0,0,8001.070801,8008.198242,7987.132813,1536.100708,1491.57373,1542.887939, ,49.904518,35846.48828,7064.405273
04/11/2016 07:30,17175.99023,3909.747559,0,0,8003.402344,8009.92334,7987.90625,1477.009399,1433.376099,1483.005371, ,49.965939,34209.68359,7969.739258
04/11/2016 08:00,17287.34766,3964.665771,0,0,8041.042969,8048.507324,8026.135254,1365.131714,1318.769897,1369.018555, ,50.05946,31312.55469,8913.451172
04/11/2016 08:30,17184.41406,3947.009277,0,0,7987.412598,7995.394531,7972.774902,1482.611938,1438.434448,1489.748657, ,49.985554,34247.25,8122.688965
04/11/2016 09:00,16432.11523,4347.468262,0,0,7992.526855,8001.284668,7978.752441,1431.209229,1384.38562,1436.589233, ,50.020264,32807.35156,8747.493164
04/11/2016 09:30,16912.92578,4183.34668,0,4.499883,7827.666504,7839.574219,7812.902832,2232.6521,2199.878906,2257.210205, ,50.050537,52303.71875,1358.041504
04/11/2016 10:00,26305.89648,3049.461914,0,0,7924.255371,7934.762695,7907.377441,2265.889648,2229.327148,2284.761719, ,49.981979,53192.14844,7205.711914
04/11/2016 10:30,26678.2168,3555.203125,0,0,7914.61084,7925.38916,7898.386719,2212.617188,2174.15332,2229.842773, ,50.012711,51687.04297,8129.175293
04/11/2016 11:00,26286.95898,3803.377686,0,0,7892.13623,7903.356934,7877.045898,2228.513672,2188.479004,2245.207031, ,50.02002,51916.25,8033.999023
04/11/2016 11:30,26599.51563,3596.212646,0,0,7936.705078,7949.71875,7924.616699,2194.640869,2149.964111,2210.320313, ,50.090378,51354.40625,8104.431641
04/11/2016 12:00,6083.143066,1947.20459,0,0.116323,0,0,0,0,0,0,100, ,0,0
04/11/2016 12:30,0,0,0,0,0,0,0,0,0,0,100, ,0,0
04/11/2016 13:00,10435.27148,1270.77771,0,22.597013,7839.519043,7847.594727,7824.404297,1654.095947,1616.380493,1669.906006, ,50.12466,38544.13281,3336.299561
04/11/2016 13:30,18271.85156,2388.141846,0,0,7926.77002,7936.081055,7903.83252,1386.196411,1355.63147,1406.031616, ,49.972359,31988.38086,7415.952637
04/11/2016 14:00,15723.10156,3813.069336,0,0,7954.593262,7959.693359,7933.674316,1323.554688,1287.895508,1333.206909, ,50.014645,30313.2832,7917.200684
04/11/2016 14:30,15194.1582,3946.31543,0,0,7972.618164,7975.979492,7950.769043,1357.078003,1322.682373,1366.147217, ,49.996853,31346.36523,7415.602051
04/11/2016 15:00,15353.64453,3836.62915,0,0,7960.23877,7965.592773,7941.092285,1385.625488,1347.867676,1394.611084, ,50.027843,31997.7793,7270.921875
04/11/2016 15:30,16212.98047,3559.406738,0,0,7958.463379,7965.649902,7941.857422,1307.298462,1264.786621,1313.759033, ,50.077724,29784.34375,8182.070801
04/11/2016 16:00,15521.40332,3842.580811,0,0,7969.575195,7976.781738,7954.053711,1304.25354,1259.743774,1309.45105, ,50.052715,29733.28516,8141.902832
04/11/2016 16:30,15388.17578,3895.450928,0,0,7952.209473,7959.275879,7937.990234,1359.242554,1313.909302,1363.88208, ,49.995552,31141.00781,7660.839355
04/11/2016 17:00,16431.26367,3476.52002,0,0,7912.800293,7919.310547,7900.541016,1559.517334,1513.982666,1566.102417, ,49.961853,36230.79688,5671.904297
